,,,,,Gecode,OGSA,Preferred,Obj ratio,OGSA,Optimised,Preferred,Max ratio
1,79,input_order,indomain_min,obj,1615250,1615250,2027200,1,7700,13750,6000,0.56
2,79,input_order,indomain_min,obj,1307500,1307500,1987350,1,7750,13750,6000,0.563636364
3,79,input_order,indomain_min,obj,1391600,1391600,1955100,1,7700,13750,6000,0.56
4,79,input_order,indomain_min,obj,1293900,1293900,1790700,1,13750,13750,6000,1
5,79,input_order,indomain_min,obj,1022250,1022250,1725300,1,7750,13750,6000,0.563636364
6,79,input_order,indomain_min,obj,1293900,1293900,2184450,1,7750,13750,6000,0.563636364
7,79,input_order,indomain_min,obj,670950,670950,1646500,1,7700,13750,6000,0.56
8,79,input_order,indomain_min,obj,747200,747200,2270750,1,13700,13750,6000,0.996363636
9,79,input_order,indomain_min,obj,1467850,1467850,2689100,1,13700,13750,6000,0.996363636
10,79,input_order,indomain_min,obj,1675150,1675150,2747900,1,13700,13750,6000,0.996363636
11,79,input_order,indomain_min,obj,1789200,1789200,2456950,1,7700,13750,6000,0.56
12,79,input_order,indomain_min,obj,1416450,1416450,2233450,1,12000,13750,6000,0.872727273
11,80,input_order,indomain_min,obj,2075996,2095776,2940128,1.009527957,4100,8100,2400,0.50617284
1,80,input_order,indomain_min,obj,1872572,1891720,3203676,1.010225508,5800,5752,2400,1.008344924
12,80,input_order,indomain_min,obj,1642264,1678056,3093812,1.021794303,4700,8100,2400,0.580246914
2,80,input_order,indomain_min,obj,1596848,1637084,2653140,1.025197138,5752,8100,2400,0.710123457
7,80,input_order,indomain_min,obj,778596,799416,2575108,1.02674044,8152,8100,2400,1.006419753
3,80,input_order,indomain_min,obj,1613612,1658848,2332704,1.028034001,5752,8100,2400,0.710123457
4,80,input_order,indomain_min,obj,1508876,1559068,2566388,1.033264496,5752,8100,2400,0.710123457
5,80,input_order,indomain_min,obj,1203108,1252832,2703132,1.041329623,5752,8100,2400,0.710123457
6,80,input_order,indomain_min,obj,1509032,1587868,3369324,1.052242762,4052,8100,2400,0.500246914
8,80,input_order,indomain_min,obj,875100,954092,3181912,1.090266255,4052,8100,2400,0.500246914
10,80,input_order,indomain_min,obj,1994932,2188448,3265660,1.097003808,5752,8100,2400,0.710123457
9,80,input_order,indomain_min,obj,1710532,1919124,3181668,1.121945687,4052,8100,2400,0.500246914
1,81,input_order,indomain_min,obj,1257700,1257700,1990940,1,1680,1680,1200,1
2,81,input_order,indomain_min,obj,1161960,1161960,1670720,1,1680,1680,1200,1
3,81,input_order,indomain_min,obj,1118480,1118480,1536080,1,1600,1680,1200,0.952380952
4,81,input_order,indomain_min,obj,1061060,1061060,1663460,1,1680,1680,1200,1
8,81,input_order,indomain_min,obj,711700,711700,2653700,1,2300,2300,1200,1
9,81,input_order,indomain_min,obj,1235820,1235820,2685860,1,2780,2780,1200,1
10,81,input_order,indomain_min,obj,1388260,1388260,2283220,1,1680,1680,1200,1
11,81,input_order,indomain_min,obj,1433260,1433260,2039580,1,1680,1680,1200,1
12,81,input_order,indomain_min,obj,1179160,1179160,2126160,1,1600,1680,1200,0.952380952
5,81,input_order,indomain_min,obj,929680,947080,1938100,1.018716117,1680,1680,1200,1
6,81,input_order,indomain_min,obj,1110760,1134560,2348880,1.021426771,1680,1680,1200,1
7,81,input_order,indomain_min,obj,664360,689660,1935140,1.038081763,1680,2300,1200,0.730434783
1,82,input_order,indomain_min,obj,595960,595960,2726470,1,4120,4275,4000,0.96374269
2,82,input_order,indomain_min,obj,483740,483740,817110,1,4135,4135,4000,1
3,82,input_order,indomain_min,obj,513940,513940,757640,1,4015,4275,4000,0.939181287
5,82,input_order,indomain_min,obj,382420,382420,1305950,1,4185,4135,4000,1.012091898
6,82,input_order,indomain_min,obj,482900,482900,1598880,1,4185,4135,4000,1.012091898
7,82,input_order,indomain_min,obj,252080,252080,1177070,1,4015,4135,4000,0.970979444
9,82,input_order,indomain_min,obj,545900,545900,1129280,1,4185,4135,4000,1.012091898
12,82,input_order,indomain_min,obj,522680,522680,992350,1,4325,4275,4000,1.011695906
11,82,input_order,indomain_min,obj,659800,659850,961130,1.000075781,4000,4135,4000,0.967351874
4,82,input_order,indomain_min,obj,478840,478890,937530,1.000104419,4135,4135,4000,1
8,82,input_order,indomain_min,obj,283760,283810,1172140,1.000176205,4135,4135,4000,1
10,82,input_order,indomain_min,obj,622820,623520,1118980,1.00112392,4135,4135,4000,1
1,83,input_order,indomain_min,obj,898580,898580,2611016,1,2702,2702,1000,1
2,83,input_order,indomain_min,obj,772292,772292,1261352,1,2702,2702,1000,1
3,83,input_order,indomain_min,obj,776156,776156,1192332,1,2702,2702,1000,1
5,83,input_order,indomain_min,obj,580242,580242,1830276,1,2702,2702,1000,1
6,83,input_order,indomain_min,obj,724596,724596,1964852,1,2702,2702,1000,1
7,83,input_order,indomain_min,obj,375270,375270,1552062,1,2702,2702,1000,1
8,83,input_order,indomain_min,obj,420488,420488,1740014,1,2702,2702,1000,1
9,83,input_order,indomain_min,obj,825438,825438,1793662,1,2702,2702,1000,1
10,83,input_order,indomain_min,obj,956592,956592,1543136,1,2702,2702,1000,1
11,83,input_order,indomain_min,obj,997350,997350,1535434,1,2702,2702,1000,1
12,83,input_order,indomain_min,obj,789980,789980,1361230,1,2702,2702,1000,1
4,83,input_order,indomain_min,obj,724581,724596,1240806,1.000020702,2702,2702,1000,1
1,84,input_order,indomain_min,obj,754430,754430,1291380,1,3500,5500,3500,0.636363636
2,84,input_order,indomain_min,obj,657690,657690,1377565,1,5500,5500,3500,1
4,84,input_order,indomain_min,obj,602450,602450,871085,1,5500,5500,3500,1
5,84,input_order,indomain_min,obj,481480,481480,818270,1,3500,5500,3500,0.636363636
6,84,input_order,indomain_min,obj,599780,599780,1014770,1,5500,5500,3500,1
7,84,input_order,indomain_min,obj,325950,325950,772825,1,5500,5500,3500,1
8,84,input_order,indomain_min,obj,353085,353085,889960,1,5500,5500,3500,1
9,84,input_order,indomain_min,obj,671190,671190,1045595,1,6500,6500,3500,1
10,84,input_order,indomain_min,obj,815345,815345,1158630,1,6500,6500,3500,1
11,84,input_order,indomain_min,obj,854030,854030,1122015,1,5500,5500,3500,1
12,84,input_order,indomain_min,obj,674890,674890,1747180,1,5500,5500,3500,1
3,84,input_order,indomain_min,obj,692370,693925,912675,1.002245909,3500,5500,3500,0.636363636
11,85,input_order,indomain_min,obj,900864,900864,1182220,1,4804,3152,2452,1.524111675
8,85,input_order,indomain_min,obj,378464,378512,1055240,1.000126828,3156,3152,2452,1.001269036
4,85,input_order,indomain_min,obj,653728,653828,1122228,1.000152969,3152,3152,2452,1
7,85,input_order,indomain_min,obj,337824,337876,952904,1.000153926,5500,3152,2452,1.744923858
5,85,input_order,indomain_min,obj,519204,519296,1088712,1.000177194,3152,3152,2452,1
1,85,input_order,indomain_min,obj,813280,813488,2263540,1.000255754,2400,3152,2452,0.76142132
2,85,input_order,indomain_min,obj,673780,674192,2171368,1.000611476,3152,3152,2452,1
12,85,input_order,indomain_min,obj,713184,715584,1843728,1.00336519,3104,3152,2452,0.984771574
3,85,input_order,indomain_min,obj,700672,703072,1052932,1.003425283,3152,3152,2452,1
6,85,input_order,indomain_min,obj,653728,661132,1219708,1.011325811,3152,3152,2452,1
10,85,input_order,indomain_min,obj,856928,876832,1250608,1.023227156,3152,3152,2452,1
9,85,input_order,indomain_min,obj,741312,766452,1134340,1.033912846,3104,3152,2452,0.984771574
2,86,input_order,indomain_min,obj,1773980,1773980,4779495,1,7330,7330,6000,1
11,86,input_order,indomain_min,obj,2328475,2328475,3996055,1,7330,7330,6000,1
7,86,input_order,indomain_min,obj,873325,873400,2234940,1.000085879,7330,7330,6000,1
4,86,input_order,indomain_min,obj,1691615,1691765,2609295,1.000088673,7330,7555,6000,0.970218398
12,86,input_order,indomain_min,obj,1843225,1843450,3445490,1.000122069,7330,7330,6000,1
3,86,input_order,indomain_min,obj,1810890,1811115,2839625,1.000124248,7330,7330,6000,1
8,86,input_order,indomain_min,obj,980245,980395,2522735,1.000153023,7330,7555,6000,0.970218398
5,86,input_order,indomain_min,obj,1346555,1347080,2544080,1.000389884,7330,7555,6000,0.970218398
1,86,input_order,indomain_min,obj,2101775,2102975,5865325,1.000570946,7330,7330,6000,1
6,86,input_order,indomain_min,obj,1691540,1692665,3027965,1.000665074,7330,7555,6000,0.970218398
9,86,input_order,indomain_min,obj,1918145,1921220,3260035,1.001603111,7330,7555,6000,0.970218398
10,86,input_order,indomain_min,obj,2226905,2230805,3720725,1.00175131,7330,7555,6000,0.970218398
1,87,input_order,indomain_min,obj,380900,380900,683640,1,1440,1590,700,0.905660377
2,87,input_order,indomain_min,obj,325780,325780,589020,1,1590,1590,700,1
3,87,input_order,indomain_min,obj,328160,328160,473230,1,1540,1590,700,0.968553459
4,87,input_order,indomain_min,obj,307060,307060,514010,1,1540,1590,700,0.968553459
5,87,input_order,indomain_min,obj,244940,244940,570100,1,1590,1590,700,1
6,87,input_order,indomain_min,obj,307060,307060,664780,1,1540,1590,700,0.968553459
7,87,input_order,indomain_min,obj,158220,158220,511980,1,1590,1590,700,1
8,87,input_order,indomain_min,obj,178140,178140,565380,1,1590,1590,700,1
9,87,input_order,indomain_min,obj,348080,348080,562720,1,1590,1590,700,1
10,87,input_order,indomain_min,obj,406660,406660,637590,1,1590,1590,700,1
11,87,input_order,indomain_min,obj,421920,421920,624170,1,1540,1590,700,0.968553459
12,87,input_order,indomain_min,obj,334020,334020,686060,1,1590,1590,700,1
2,88,input_order,indomain_min,obj,1322310,1322310,2172320,1,5790,5790,5000,1
5,88,input_order,indomain_min,obj,1011870,1012080,3187290,1.000207537,5820,5820,5000,1
7,88,input_order,indomain_min,obj,656490,656730,2891270,1.000365581,5790,5820,5000,0.994845361
12,88,input_order,indomain_min,obj,1385370,1386030,2609590,1.000476407,5910,5820,5000,1.015463918
4,88,input_order,indomain_min,obj,1271280,1272540,2445450,1.000991127,5790,5820,5000,0.994845361
11,88,input_order,indomain_min,obj,1748640,1750380,2568020,1.000995059,5790,5820,5000,0.994845361
6,88,input_order,indomain_min,obj,1274250,1276260,3902910,1.001577398,5790,5820,5000,0.994845361
1,88,input_order,indomain_min,obj,1578630,1581900,8608680,1.002071416,5090,5820,5000,0.874570447
3,88,input_order,indomain_min,obj,1361640,1364580,2063680,1.002159161,5790,5820,5000,0.994845361
10,88,input_order,indomain_min,obj,1678380,1683900,2958180,1.003288886,5790,5820,5000,0.994845361
9,88,input_order,indomain_min,obj,1455480,1461330,2946780,1.004019293,5790,5820,5000,0.994845361
8,88,input_order,indomain_min,obj,741750,745110,2941250,1.004529828,5790,5820,5000,0.994845361
1,89,input_order,indomain_min,obj,138020,138020,215988,1,1100,1232,1100,0.892857143
3,89,input_order,indomain_min,obj,110328,110328,153704,1,1292,1232,1100,1.048701299
7,89,input_order,indomain_min,obj,58176,58176,137280,1,1172,1232,1100,0.951298701
8,89,input_order,indomain_min,obj,63812,63812,141920,1,1172,1232,1100,0.951298701
4,89,input_order,indomain_min,obj,105048,105168,156512,1.001142335,1232,1232,1100,1
11,89,input_order,indomain_min,obj,139236,139476,174204,1.001723692,1172,1232,1100,0.951298701
12,89,input_order,indomain_min,obj,118916,119156,223208,1.002018231,1172,1232,1100,0.951298701
6,89,input_order,indomain_min,obj,105348,105828,183140,1.004556328,1292,1232,1100,1.048701299
5,89,input_order,indomain_min,obj,84552,85032,147356,1.00567698,1172,1232,1100,0.951298701
10,89,input_order,indomain_min,obj,132128,133808,190312,1.012714943,1292,1232,1100,1.048701299
2,89,input_order,indomain_min,obj,118424,120104,203168,1.014186314,1172,1232,1100,0.951298701
9,89,input_order,indomain_min,obj,115064,117704,157624,1.022943753,1172,1232,1100,0.951298701
1,90,input_order,indomain_min,obj,712985,712985,835840,1,1603,1663,1500,0.963920625
2,90,input_order,indomain_min,obj,626238,626238,845324,1,1663,1663,1500,1
3,90,input_order,indomain_min,obj,615764,615764,854221,1,1663,1663,1500,1
4,90,input_order,indomain_min,obj,576428,576428,650943,1,1663,1663,1500,1
5,90,input_order,indomain_min,obj,463309,463309,545229,1,1663,1663,1500,1
6,90,input_order,indomain_min,obj,576443,576443,647675,1,1663,1663,1500,1
7,90,input_order,indomain_min,obj,297663,297663,393335,1,1668,1663,1500,1.003006615
8,90,input_order,indomain_min,obj,335110,335110,409243,1,1663,1663,1500,1
9,90,input_order,indomain_min,obj,656261,656261,713140,1,1663,1663,1500,1
10,90,input_order,indomain_min,obj,768203,768203,1041278,1,1663,1663,1500,1
12,90,input_order,indomain_min,obj,626733,626733,778922,1,1663,1663,1500,1
11,90,input_order,indomain_min,obj,791268,791273,1012526,1.000006319,1663,1663,1500,1
1,91,input_order,indomain_min,obj,2639000,2639000,4264300,1,8600,8600,3600,1
2,91,input_order,indomain_min,obj,2245100,2245100,3691200,1,8600,8600,3600,1
3,91,input_order,indomain_min,obj,2274300,2274300,3331100,1,8600,8600,3600,1
4,91,input_order,indomain_min,obj,2126000,2126000,3572200,1,8600,8600,3600,1
5,91,input_order,indomain_min,obj,1694900,1694900,3645600,1,8600,8600,3600,1
6,91,input_order,indomain_min,obj,2126000,2126000,4564200,1,8600,8600,3600,1
7,91,input_order,indomain_min,obj,1096900,1096900,3334300,1,8600,8600,3600,1
8,91,input_order,indomain_min,obj,1232800,1232800,4275100,1,8600,8600,3600,1
9,91,input_order,indomain_min,obj,2411600,2411600,4204400,1,8600,8600,3600,1
10,91,input_order,indomain_min,obj,2807600,2807600,4554900,1,8600,8600,3600,1
11,91,input_order,indomain_min,obj,2923900,2923900,4276000,1,8600,8600,3600,1
12,91,input_order,indomain_min,obj,2314900,2314900,4329800,1,8600,8600,3600,1
1,92,input_order,indomain_min,obj,2193420,2193420,3394816,1,5952,6052,3600,0.983476537
2,92,input_order,indomain_min,obj,1917684,1917684,3298772,1,6052,6052,3600,1
3,92,input_order,indomain_min,obj,1897248,1897248,2592920,1,5952,6052,3600,0.983476537
4,92,input_order,indomain_min,obj,1773268,1773268,2647408,1,6052,6052,3600,1
5,92,input_order,indomain_min,obj,1430132,1430132,2453424,1,6052,6052,3600,1
6,92,input_order,indomain_min,obj,1778068,1778068,2952284,1,6052,6052,3600,1
7,92,input_order,indomain_min,obj,924516,924516,2086256,1,5952,6052,3600,0.983476537
8,92,input_order,indomain_min,obj,1031692,1031692,2154060,1,6052,6052,3600,1
9,92,input_order,indomain_min,obj,2021224,2021224,2529584,1,5952,6052,3600,0.983476537
10,92,input_order,indomain_min,obj,2364348,2364348,3140784,1,6052,6052,3600,1
11,92,input_order,indomain_min,obj,2441376,2441376,2941068,1,4752,6052,3600,0.785194977
12,92,input_order,indomain_min,obj,1930956,1930956,3363732,1,6052,6052,3600,1
11,93,input_order,indomain_min,obj,1528735,1552535,2238110,1.015568427,2500,3600,3600,0.694444444
1,93,input_order,indomain_min,obj,1519875,1544085,2575455,1.015928942,2400,3600,3600,0.666666667
12,93,input_order,indomain_min,obj,1319180,1366190,2223610,1.035635774,3600,3600,3600,1
7,93,input_order,indomain_min,obj,671280,699000,1914240,1.041294244,2500,3600,3600,0.694444444
2,93,input_order,indomain_min,obj,1290015,1351050,2582200,1.047313403,3600,3600,3600,1
3,93,input_order,indomain_min,obj,1211095,1270825,1610460,1.049319005,3600,3600,3600,1
6,93,input_order,indomain_min,obj,1193610,1278930,2421235,1.071480634,3600,3600,3600,1
4,93,input_order,indomain_min,obj,1167560,1263620,1658670,1.082274144,2400,3600,3600,0.666666667
5,93,input_order,indomain_min,obj,959075,1055660,1835305,1.10070641,3600,3600,3600,1
10,93,input_order,indomain_min,obj,1498035,1725210,2313415,1.15164866,3645,3600,3600,1.0125
9,93,input_order,indomain_min,obj,1280850,1507725,2457930,1.177128469,2400,3600,3600,0.666666667
8,93,input_order,indomain_min,obj,737235,996540,2427775,1.351726383,3600,3600,3600,1
11,94,input_order,indomain_min,obj,691998,702534,1129366,1.015225478,1410,1410,1200,1
1,94,input_order,indomain_min,obj,612266,621680,868664,1.01537567,1202,1410,1200,0.85248227
2,94,input_order,indomain_min,obj,547006,562327,858545,1.028008834,1410,1410,1200,1
12,94,input_order,indomain_min,obj,542616,559254,1085472,1.030662568,1202,1410,1200,0.85248227
3,94,input_order,indomain_min,obj,530903,551852,790670,1.039459186,1202,1410,1200,0.85248227
7,94,input_order,indomain_min,obj,267279,279294,911390,1.044953027,1410,1410,1200,1
4,94,input_order,indomain_min,obj,496348,521291,762588,1.050253048,1410,1410,1200,1
5,94,input_order,indomain_min,obj,405764,439486,814550,1.083107422,1200,1410,1200,0.85106383
6,94,input_order,indomain_min,obj,501706,559121,1058016,1.114439532,1200,1410,1200,0.85106383
10,94,input_order,indomain_min,obj,667690,809986,1204913,1.213116866,1410,1410,1200,1
9,94,input_order,indomain_min,obj,571499,736635,1349669,1.288952387,1410,1410,1200,1
8,94,input_order,indomain_min,obj,300324,394867,1218632,1.314803346,1412,1410,1200,1.00141844
1,95,input_order,indomain_min,obj,624000,624000,942760,1,1500,1500,1200,1
2,95,input_order,indomain_min,obj,546300,546300,909590,1,1500,1500,1200,1
3,95,input_order,indomain_min,obj,538800,538800,770570,1,1500,1500,1200,1
4,95,input_order,indomain_min,obj,504300,504300,782900,1,1500,1500,1200,1
5,95,input_order,indomain_min,obj,405000,405000,730600,1,1500,1500,1200,1
6,95,input_order,indomain_min,obj,504300,504300,902200,1,1500,1500,1200,1
7,95,input_order,indomain_min,obj,260400,260400,651700,1,1500,1500,1200,1
8,95,input_order,indomain_min,obj,293100,293100,650080,1,1500,1500,1200,1
9,95,input_order,indomain_min,obj,573900,573900,728200,1,1500,1500,1200,1
10,95,input_order,indomain_min,obj,671400,671400,882740,1,1500,1500,1200,1
11,95,input_order,indomain_min,obj,692400,692400,864920,1,1500,1500,1200,1
12,95,input_order,indomain_min,obj,548400,548400,1025400,1,1500,1500,1200,1
1,96,input_order,indomain_min,obj,715130,715130,827150,1,2430,3673,2400,0.661584536
2,96,input_order,indomain_min,obj,572941,572941,873787,1,3673,3673,2400,1
3,96,input_order,indomain_min,obj,616112,616112,917362,1,3593,3673,2400,0.978219439
4,96,input_order,indomain_min,obj,572197,572197,695839,1,3643,3673,2400,0.99183229
5,96,input_order,indomain_min,obj,451268,451268,579117,1,3643,3673,2400,0.99183229
6,96,input_order,indomain_min,obj,572197,572197,703878,1,3673,3673,2400,1
7,96,input_order,indomain_min,obj,297054,297054,437483,1,2543,3673,2400,0.692349578
8,96,input_order,indomain_min,obj,330153,330153,522576,1,3673,3673,2400,1
9,96,input_order,indomain_min,obj,649211,649211,800753,1,3673,3673,2400,1
10,96,input_order,indomain_min,obj,737692,737692,1061810,1,3673,3673,2400,1
11,96,input_order,indomain_min,obj,792144,792144,1154524,1,3643,3673,2400,0.99183229
12,96,input_order,indomain_min,obj,627114,627114,835634,1,3643,3673,2400,0.99183229
1,97,input_order,indomain_min,obj,2207920,2207920,6775268,1,7200,7200,3600,1
11,97,input_order,indomain_min,obj,2447604,2455996,3587216,1.003428659,7200,7200,3600,1
12,97,input_order,indomain_min,obj,1937744,1967176,3840212,1.015188797,4600,7200,3600,0.638888889
4,97,input_order,indomain_min,obj,1778704,1808136,3165480,1.016546879,5100,7200,3600,0.708333333
3,97,input_order,indomain_min,obj,1903776,1939408,2835472,1.018716488,6700,7200,3600,0.930555556
5,97,input_order,indomain_min,obj,1418992,1454488,3231100,1.02501494,7200,7200,3600,1
7,97,input_order,indomain_min,obj,918840,950236,2806784,1.03416917,7200,7200,3600,1
2,97,input_order,indomain_min,obj,1879488,1989136,3879940,1.058339292,4600,7200,3600,0.638888889
6,97,input_order,indomain_min,obj,1778704,1915136,3766520,1.076703038,6200,7200,3600,0.861111111
8,97,input_order,indomain_min,obj,1031408,1139440,3778420,1.104742255,4600,7200,3600,0.638888889
10,97,input_order,indomain_min,obj,2346928,2616156,3918052,1.114715066,7200,7200,3600,1
9,97,input_order,indomain_min,obj,2019480,2371412,3910568,1.174268624,3600,7200,3600,0.5
1,98,input_order,indomain_min,obj,1069900,1069900,1474460,1,3130,3130,2300,1
2,98,input_order,indomain_min,obj,919550,919550,1431700,1,3130,3130,2300,1
4,98,input_order,indomain_min,obj,862990,862990,1250250,1,3140,3130,2300,1.003194888
8,98,input_order,indomain_min,obj,500870,500870,1802750,1,3130,3130,2300,1
12,98,input_order,indomain_min,obj,938220,938460,1783750,1.000255804,3140,3130,2300,1.003194888
3,98,input_order,indomain_min,obj,921760,922000,1327680,1.000260371,3260,3130,2300,1.041533546
7,98,input_order,indomain_min,obj,444420,444660,1342110,1.00054003,3130,3130,2300,1
11,98,input_order,indomain_min,obj,1185120,1186230,1842280,1.000936614,3130,3130,2300,1
5,98,input_order,indomain_min,obj,689000,690000,1268400,1.001451379,3130,3130,2300,1
6,98,input_order,indomain_min,obj,862990,865100,1624510,1.002444988,3130,3130,2300,1
10,98,input_order,indomain_min,obj,1144980,1150620,1950510,1.00492585,3130,3130,2300,1
9,98,input_order,indomain_min,obj,978210,986690,2137870,1.008668895,3130,3130,2300,1
2,99,input_order,indomain_min,obj,425924,425924,665408,1,1910,1982,1700,0.963673058
4,99,input_order,indomain_min,obj,408228,408228,579096,1,1982,1982,1700,1
7,99,input_order,indomain_min,obj,210816,210820,660320,1.000018974,1982,1982,1700,1
11,99,input_order,indomain_min,obj,562176,562188,776952,1.000021346,1910,1982,1700,0.963673058
12,99,input_order,indomain_min,obj,445056,445068,730004,1.000026963,1910,1982,1700,0.963673058
3,99,input_order,indomain_min,obj,437248,437260,592608,1.000027444,1910,1982,1700,0.963673058
1,99,input_order,indomain_min,obj,507520,507536,678840,1.000031526,1910,1982,1700,0.963673058
5,99,input_order,indomain_min,obj,324552,324568,622200,1.000049299,1982,1982,1700,1
6,99,input_order,indomain_min,obj,408264,408296,778780,1.000078381,1982,1982,1700,1
10,99,input_order,indomain_min,obj,536504,536580,782248,1.000141658,1910,1982,1700,0.963673058
9,99,input_order,indomain_min,obj,463004,463080,898632,1.000164145,1982,1982,1700,1
8,99,input_order,indomain_min,obj,236452,236496,779916,1.000186084,1910,1982,1700,0.963673058
11,100,input_order,indomain_min,obj,609600,611952,946078,1.003858268,3600,2454,2000,1.466992665
12,100,input_order,indomain_min,obj,482570,484962,1006598,1.004956794,2454,2454,2000,1
3,100,input_order,indomain_min,obj,474104,477696,735062,1.007576397,2454,2454,2000,1
1,100,input_order,indomain_min,obj,550290,555090,4254284,1.008722673,2400,2454,2000,0.97799511
7,100,input_order,indomain_min,obj,228606,230982,786802,1.010393428,2004,2454,2000,0.816625917
4,100,input_order,indomain_min,obj,441852,452636,816344,1.024406362,2454,3650,2000,0.672328767
5,100,input_order,indomain_min,obj,350366,362314,782384,1.034101482,2404,3650,2000,0.658630137
6,100,input_order,indomain_min,obj,441848,464636,1025176,1.051574297,2404,3650,2000,0.658630137
2,100,input_order,indomain_min,obj,454896,478668,1676802,1.052258099,2454,3650,2000,0.672328767
8,100,input_order,indomain_min,obj,255600,283184,987092,1.107918623,2404,3650,2000,0.658630137
10,100,input_order,indomain_min,obj,576894,642846,1034602,1.114322562,2404,3650,2000,0.658630137
9,100,input_order,indomain_min,obj,501114,562298,1083400,1.12209597,2404,3650,2000,0.658630137
