,,,,,Gecode,Gurobi,Gecode,Gurobi,Preferred,OGSA,
,,,,,Initial,Initial,Modified,Modified,Modified,Modified,
Month,House,Variable choices,Constraint variables,Result,,,,,,,
10,45,input_order,indomain_min,time,60,120,50,90,,0.000465639,
10,46,input_order,indomain_min,obj,453280,453280,453280,453280,908580,469720,1.036
10,46,input_order,indomain_min,time,60,90,50,80,,0.00026584,
10,47,input_order,indomain_min,obj,789646,789646,789646,789646,1322106,789838,1.000
10,47,input_order,indomain_min,time,60,100,50,70,,0.000272047,
10,48,input_order,indomain_min,obj,562486,562486,562486,562486,835136,609430,1.083
10,48,input_order,indomain_min,time,60,100,60,80,,0.000404886,
10,49,input_order,indomain_min,obj,1241732,1241732,1241732,1241732,1912700,1325472,1.067
10,49,input_order,indomain_min,time,60,110,50,90,,0.000352863,
10,50,input_order,indomain_min,obj,2308797,2308797,2308797,2308797,3375670,2308797,1.000
10,50,input_order,indomain_min,time,60,120,50,90,,0.000371443,
10,51,input_order,indomain_min,obj,292620,292620,292620,292620,298248,792185,2.707
10,51,input_order,indomain_min,time,60,140,60,110,,0.000556075,
10,52,input_order,indomain_min,obj,1308836,1308836,1308836,1308836,1861463,1622633,1.240
10,52,input_order,indomain_min,time,60,110,50,100,,0.000454822,
10,53,input_order,indomain_min,obj,703403,703403,703403,703403,977976,779733,1.109
10,53,input_order,indomain_min,time,60,100,50,80,,0.000450041,
10,54,input_order,indomain_min,obj,978370,978370,978370,978370,1481317,1251501,1.279
10,54,input_order,indomain_min,time,60,120,50,100,,0.000591151,
10,55,input_order,indomain_min,obj,192884,192884,192884,192884,234852,192884,1.000
10,55,input_order,indomain_min,time,70,100,60,60,,0.000225336,
10,56,input_order,indomain_min,obj,398293,398293,398293,398293,637273,473832,1.190
10,56,input_order,indomain_min,time,60,110,60,90,,0.00048776,
10,57,input_order,indomain_min,obj,308012,308012,308012,308012,367562,308012,1.000
10,57,input_order,indomain_min,time,60,100,50,90,,0.000387365,
10,58,input_order,indomain_min,obj,1493150,1493150,1493150,1493150,2192000,1501540,1.006
10,58,input_order,indomain_min,time,80,110,80,80,,0.000416336,
10,59,input_order,indomain_min,obj,1062754,1062754,1062754,1062754,1554276,1066714,1.004
10,59,input_order,indomain_min,time,60,90,50,80,,0.000312266,
10,60,input_order,indomain_min,obj,805300,805300,805300,805300,986720,805300,1.000
10,60,input_order,indomain_min,time,60,100,50,80,,0.000342008,
10,61,input_order,indomain_min,obj,2597875,2597875,2597875,2597875,3421470,3383540,1.302
10,61,input_order,indomain_min,time,60,110,50,90,,0.000387965,
10,62,input_order,indomain_min,obj,1713100,1713100,1713100,1713100,2352400,1713100,1.000
10,62,input_order,indomain_min,time,60,100,50,70,,0.00031977,
10,63,input_order,indomain_min,obj,1036700,1036700,1036700,1036700,1532300,1099500,1.061
10,63,input_order,indomain_min,time,60,100,50,70,,0.000265534,
10,64,input_order,indomain_min,obj,2177756,2177756,2177756,2177756,2883526,2557408,1.174
10,64,input_order,indomain_min,time,60,100,50,90,,0.000393298,
10,65,input_order,indomain_min,obj,2174724,2174724,2174724,2174724,3500825,2174724,1.000
10,65,input_order,indomain_min,time,70,100,60,70,,0.000340928,
10,66,input_order,indomain_min,obj,1103159,1103159,1103159,1103159,1626608,1158079,1.050
10,66,input_order,indomain_min,time,60,90,50,80,,0.000330232,
10,67,input_order,indomain_min,obj,295686,295686,295686,295686,410344,295686,1.000
10,67,input_order,indomain_min,time,60,90,60,60,,0.000224346,
10,68,input_order,indomain_min,obj,737100,737100,737100,737100,1245424,762608,1.035
10,68,input_order,indomain_min,time,60,110,50,100,,0.000509411,
10,69,input_order,indomain_min,obj,3336748,3336748,3336748,3336748,5127902,3848758,1.153
10,69,input_order,indomain_min,time,60,120,50,100,,0.000450985,
10,70,input_order,indomain_min,obj,352555,352555,352555,352555,490365,392355,1.113
10,70,input_order,indomain_min,time,60,100,50,90,,0.000357303,
10,71,input_order,indomain_min,obj,866300,866300,866300,866300,1499665,1078235,1.245
10,71,input_order,indomain_min,time,60,120,50,110,,0.000613018,
10,72,input_order,indomain_min,obj,2275633,2275633,2275633,2275633,3287752,2780284,1.222
10,72,input_order,indomain_min,time,60,120,50,90,,0.000558438,
10,73,input_order,indomain_min,obj,555510,555510,555510,555510,891080,600710,1.081
10,73,input_order,indomain_min,time,60,100,50,70,,0.000265648,
10,74,input_order,indomain_min,obj,776608,776608,776608,776608,1223652,911628,1.174
10,74,input_order,indomain_min,time,60,100,50,90,,0.000411465,
10,75,input_order,indomain_min,obj,511788,511788,511788,511788,545044,511788,1.000
10,75,input_order,indomain_min,time,60,90,50,70,,0.000227699,
10,76,input_order,indomain_min,obj,1876290,1876290,1876290,1876290,2747632,1876290,1.000
10,76,input_order,indomain_min,time,60,100,50,80,,0.000315164,
10,77,input_order,indomain_min,obj,1817050,1817050,1817050,1817050,2662000,1965650,1.082
10,77,input_order,indomain_min,time,60,110,50,90,,0.000298069,
10,78,input_order,indomain_min,obj,152210,152210,152210,152210,234495,152930,1.005
10,78,input_order,indomain_min,time,60,110,60,90,,0.000373604,
10,79,input_order,indomain_min,obj,1569800,1569800,1569800,1569800,2278800,1663000,1.059
10,79,input_order,indomain_min,time,60,120,60,90,,0.00034576,
10,80,input_order,indomain_min,obj,710409,710409,710409,710409,910655,710409,1.000
10,80,input_order,indomain_min,time,70,110,60,80,,0.000436115,
10,81,input_order,indomain_min,obj,655108,655108,655108,655108,1029032,669084,1.021
10,81,input_order,indomain_min,time,60,100,50,90,,0.000447415,
10,82,input_order,indomain_min,obj,1308650,1308650,1308650,1308650,1721070,1312590,1.003
10,82,input_order,indomain_min,time,70,120,60,120,,0.000406827,
10,83,input_order,indomain_min,obj,830635,830635,830635,830635,1228324,830635,1.000
10,83,input_order,indomain_min,time,60,110,60,100,,0.000502968,
10,84,input_order,indomain_min,obj,1668665,1668665,1668665,1668665,2188004,1668665,1.000
10,84,input_order,indomain_min,time,60,120,50,100,,0.000359038,
10,85,input_order,indomain_min,obj,715200,715200,715200,715200,1075000,790000,1.105
10,85,input_order,indomain_min,time,70,130,60,110,,0.000656831,
10,86,input_order,indomain_min,obj,997328,997328,997328,997328,1707374,1021218,1.024
10,86,input_order,indomain_min,time,70,120,60,100,,0.000386238,
10,87,input_order,indomain_min,obj,193689,193689,193689,193689,313440,193689,1.000
10,87,input_order,indomain_min,time,60,120,60,90,,0.000356183,
10,88,input_order,indomain_min,obj,821300,821300,821300,821300,1232670,821300,1.000
10,88,input_order,indomain_min,time,60,100,50,80,,0.000283518,
10,89,input_order,indomain_min,obj,369907,369907,369907,369907,583217,369907,1.000
10,89,input_order,indomain_min,time,60,90,50,60,,0.00022873,
10,90,input_order,indomain_min,obj,26645,26645,26645,26645,36420,26645,1.000
10,90,input_order,indomain_min,time,60,90,60,70,,0.000241567,
10,91,input_order,indomain_min,obj,608286,608286,608286,608286,835950,645222,1.061
10,91,input_order,indomain_min,time,70,110,60,90,,0.000293434,
10,92,input_order,indomain_min,obj,866248,866248,866248,866248,1354782,1029363,1.188
10,92,input_order,indomain_min,time,60,100,60,80,,0.000522431,
10,93,input_order,indomain_min,obj,910820,910820,910820,910820,1069120,910820,1.000
10,93,input_order,indomain_min,time,70,140,60,90,,0.000648107,
10,94,input_order,indomain_min,obj,437500,437500,437500,437500,681340,468300,1.070
10,94,input_order,indomain_min,time,70,120,60,90,,0.000465659,
10,95,input_order,indomain_min,obj,1366275,1366275,1366275,1366275,1909445,1743210,1.276
10,95,input_order,indomain_min,time,60,130,60,150,,0.000518442,
10,96,input_order,indomain_min,obj,1493155,1493155,1493155,1493155,2561235,1781765,1.193
10,96,input_order,indomain_min,time,80,120,70,100,,0.000431766,
10,97,input_order,indomain_min,obj,1067645,1067645,1067645,1067645,1537730,1067645,1.000
10,97,input_order,indomain_min,time,70,100,60,80,,0.000295505,
10,98,input_order,indomain_min,obj,1119630,1119630,1119630,1119630,1729511,1191607,1.064
10,98,input_order,indomain_min,time,60,110,60,90,,0.000372691,
10,99,input_order,indomain_min,obj,247335,247335,247335,247335,395996,281529,1.138
10,99,input_order,indomain_min,time,70,140,60,110,,0.000468331,
10,100,input_order,indomain_min,obj,946465,946465,946465,946465,1095735,950785,1.005
10,100,input_order,indomain_min,time,60,130,60,100,,0.000410409,
11,1,input_order,indomain_min,obj,528840,528840,528840,528840,951835,528840,1.000
11,1,input_order,indomain_min,time,60,80,50,60,,0.00022173,
11,2,input_order,indomain_min,obj,309141,309141,309141,309141,497293,310167,1.003
11,2,input_order,indomain_min,time,60,110,50,90,,0.00046605,
11,3,input_order,indomain_min,obj,1287144,1287144,1287144,1287144,1618284,1294072,1.005
11,3,input_order,indomain_min,time,60,110,50,90,,0.000346662,
11,4,input_order,indomain_min,obj,1391700,1391700,1391700,1391700,1657935,1398600,1.005
11,4,input_order,indomain_min,time,60,100,60,70,,0.000307833,
11,5,input_order,indomain_min,obj,1480860,1480860,1480860,1480860,1585830,1767120,1.193
11,5,input_order,indomain_min,time,60,100,50,70,,0.000323313,
11,6,input_order,indomain_min,obj,469644,469644,469644,469644,610864,469366,0.999
11,6,input_order,indomain_min,time,60,130,50,90,,0.000574256,
11,7,input_order,indomain_min,obj,279696,279696,279696,279696,390500,280534,1.003
11,7,input_order,indomain_min,time,60,110,50,100,,0.000454804,
11,8,input_order,indomain_min,obj,1170600,1170600,1170600,1170600,1822800,1170600,1.000
11,8,input_order,indomain_min,time,60,100,50,90,,0.000392583,
11,9,input_order,indomain_min,obj,459336,459336,459336,459336,600358,459418,1.000
11,9,input_order,indomain_min,time,60,110,50,90,,0.000465531,
11,10,input_order,indomain_min,obj,807570,807570,807570,807570,865850,808330,1.001
11,10,input_order,indomain_min,time,60,110,50,90,,0.000496178,
11,11,input_order,indomain_min,obj,1118736,1118736,1118736,1118736,1663420,1121236,1.002
11,11,input_order,indomain_min,time,60,100,50,90,,0.000431626,
11,12,input_order,indomain_min,obj,555575,555575,555575,555575,758453,555575,1.000
11,12,input_order,indomain_min,time,60,120,50,90,,0.000442743,
11,13,input_order,indomain_min,obj,180750,180750,180750,180750,241085,181770,1.006
11,13,input_order,indomain_min,time,60,110,50,90,,0.000504224,
11,14,input_order,indomain_min,obj,3378032,3378032,3378032,3378032,3979069,3678911,1.089
11,14,input_order,indomain_min,time,60,130,50,100,,0.00060869,
11,15,input_order,indomain_min,obj,1521696,1521696,1521696,1521696,1660100,1521764,1.000
11,15,input_order,indomain_min,time,60,100,50,80,,0.000297572,
11,16,input_order,indomain_min,obj,216644,216644,216644,216644,300912,218046,1.006
11,16,input_order,indomain_min,time,60,120,50,100,,0.000418184,
11,17,input_order,indomain_min,obj,511220,511220,511220,511220,579850,511216,1.000
11,17,input_order,indomain_min,time,60,110,50,100,,0.000506521,
11,18,input_order,indomain_min,obj,767188,767188,767188,767188,1320606,767888,1.001
11,18,input_order,indomain_min,time,60,100,50,80,,0.000458076,
11,19,input_order,indomain_min,obj,826230,826230,826230,826230,1243365,826230,1.000
11,19,input_order,indomain_min,time,60,100,50,80,,0.000362096,
11,20,input_order,indomain_min,obj,1863879,1863879,1863879,1863879,2415137,1876775,1.007
11,20,input_order,indomain_min,time,60,110,50,90,,0.000468226,
11,21,input_order,indomain_min,obj,1513020,1513020,1513020,1513020,2297260,1519920,1.005
11,21,input_order,indomain_min,time,60,100,50,80,,0.000281034,
11,22,input_order,indomain_min,obj,178170,178170,178170,178170,231387,178543,1.002
11,22,input_order,indomain_min,time,60,120,50,100,,0.00052913,
11,23,input_order,indomain_min,obj,687140,687140,687140,687140,1026960,687270,1.000
11,23,input_order,indomain_min,time,60,100,60,80,,0.000336168,
11,24,input_order,indomain_min,obj,1605960,1605960,1605960,1605960,2172605,1605965,1.000
11,24,input_order,indomain_min,time,60,100,50,80,,0.000376877,
11,25,input_order,indomain_min,obj,4135180,4135180,4135180,4135180,5595200,4135180,1.000
11,25,input_order,indomain_min,time,60,90,50,70,,0.000288812,
11,26,input_order,indomain_min,obj,190790,190790,190790,190790,272185,192895,1.011
11,26,input_order,indomain_min,time,60,110,50,100,,0.000508627,
11,27,input_order,indomain_min,obj,1140912,1140912,1140912,1140912,1357352,1140912,1.000
11,27,input_order,indomain_min,time,70,90,60,60,,0.00022653,
11,28,input_order,indomain_min,obj,3853968,3853968,3853968,3853968,5818716,3931368,1.020
11,28,input_order,indomain_min,time,60,110,50,90,,0.000396353,
11,29,input_order,indomain_min,obj,3128580,3128580,3128580,3128580,3933420,3134340,1.002
11,29,input_order,indomain_min,time,60,100,50,80,,0.000327396,
11,30,input_order,indomain_min,obj,1478239,1478239,1478239,1478239,2028541,1478239,1.000
11,30,input_order,indomain_min,time,60,100,50,80,,0.000448559,
11,31,input_order,indomain_min,obj,2797082,2797082,2797082,2797082,3547362,2797082,1.000
11,31,input_order,indomain_min,time,60,110,50,90,,0.000404308,
11,32,input_order,indomain_min,obj,234926,234926,234926,234926,323408,234994,1.000
11,32,input_order,indomain_min,time,60,100,60,80,,0.000301921,
11,33,input_order,indomain_min,obj,2514908,2514908,2514908,2514908,2887220,2532684,1.007
11,33,input_order,indomain_min,time,60,100,50,80,,0.000435582,
11,34,input_order,indomain_min,obj,1904100,1904100,1904100,1904100,2986750,1914750,1.006
11,34,input_order,indomain_min,time,60,100,50,80,,0.000356931,
11,35,input_order,indomain_min,obj,1087533,1087533,1087533,1087533,1637426,1087820,1.000
11,35,input_order,indomain_min,time,60,120,50,110,,0.00053496,
11,36,input_order,indomain_min,obj,1178064,1178064,1178064,1178064,1812522,1197264,1.016
11,36,input_order,indomain_min,time,60,110,50,90,,0.000476202,
11,37,input_order,indomain_min,obj,1687396,1687396,1687396,1687396,1838174,1869004,1.108
11,37,input_order,indomain_min,time,60,110,60,90,,0.000347719,
11,38,input_order,indomain_min,obj,790380,790380,790380,790380,889930,790380,1.000
11,38,input_order,indomain_min,time,60,100,50,90,,0.000418972,
11,39,input_order,indomain_min,obj,1449870,1449870,1449870,1449870,2007420,1425280,0.983
11,39,input_order,indomain_min,time,60,130,50,100,,0.000447768,
11,40,input_order,indomain_min,obj,1927279,1927279,1927279,1927279,2283296,1927279,1.000
11,40,input_order,indomain_min,time,60,140,50,90,,0.000429976,
11,41,input_order,indomain_min,obj,3061861,3061861,3061861,3061861,4494681,3061861,1.000
11,41,input_order,indomain_min,time,70,120,60,90,,0.000366256,
11,42,input_order,indomain_min,obj,261000,261000,261000,261000,432640,262440,1.006
11,42,input_order,indomain_min,time,60,100,50,90,,0.000409741,
11,43,input_order,indomain_min,obj,541272,541272,541272,541272,620204,541272,1.000
11,43,input_order,indomain_min,time,50,100,50,80,,0.000430313,
11,44,input_order,indomain_min,obj,766440,766440,766440,766440,1158500,771240,1.006
11,44,input_order,indomain_min,time,60,90,50,70,,0.000346428,
11,45,input_order,indomain_min,obj,1652432,1652432,1652432,1652432,1994088,1652412,1.000
11,45,input_order,indomain_min,time,60,110,50,90,,0.000520812,
11,46,input_order,indomain_min,obj,486720,486720,486720,486720,774720,489120,1.005
11,46,input_order,indomain_min,time,60,90,50,80,,0.000264852,
11,47,input_order,indomain_min,obj,822688,822688,822688,822688,1297796,822688,1.000
11,47,input_order,indomain_min,time,60,100,50,70,,0.000267549,
11,48,input_order,indomain_min,obj,588748,588748,588748,588748,824922,592412,1.006
11,48,input_order,indomain_min,time,60,100,50,80,,0.000428709,
11,49,input_order,indomain_min,obj,1295184,1295184,1295184,1295184,1911756,1303092,1.006
11,49,input_order,indomain_min,time,60,110,50,100,,0.000390647,
11,50,input_order,indomain_min,obj,2387107,2387107,2387107,2387107,3234805,2388494,1.001
11,50,input_order,indomain_min,time,60,120,50,90,,0.000380941,
11,51,input_order,indomain_min,obj,276011,276011,276011,276011,267298,950316,3.443
11,51,input_order,indomain_min,time,60,140,60,120,,0.000581694,
11,52,input_order,indomain_min,obj,1372411,1372411,1372411,1372411,1709700,1429269,1.041
11,52,input_order,indomain_min,time,60,110,50,100,,0.000462897,
11,53,input_order,indomain_min,obj,740053,740053,740053,740053,910411,816951,1.104
11,53,input_order,indomain_min,time,60,110,50,80,,0.000463768,
11,54,input_order,indomain_min,obj,1047884,1047884,1047884,1047884,1353861,1091766,1.042
11,54,input_order,indomain_min,time,60,120,50,100,,0.000603764,
11,55,input_order,indomain_min,obj,194340,194340,194340,194340,226176,194340,1.000
11,55,input_order,indomain_min,time,70,90,60,60,,0.00023041,
11,56,input_order,indomain_min,obj,418836,418836,418836,418836,632521,418538,0.999
11,56,input_order,indomain_min,time,60,110,50,90,,0.000546265,
11,57,input_order,indomain_min,obj,290224,290224,290224,290224,329478,290224,1.000
11,57,input_order,indomain_min,time,60,100,50,80,,0.000389267,
11,58,input_order,indomain_min,obj,1551440,1551440,1551440,1551440,2039620,1660190,1.070
11,58,input_order,indomain_min,time,70,120,60,80,,0.000431885,
11,59,input_order,indomain_min,obj,1107504,1107504,1107504,1107504,1420038,1107504,1.000
11,59,input_order,indomain_min,time,60,100,50,80,,0.000322083,
11,60,input_order,indomain_min,obj,844800,844800,844800,844800,997480,918000,1.087
11,60,input_order,indomain_min,time,60,100,50,80,,0.000347237,
11,61,input_order,indomain_min,obj,2709945,2709945,2709945,2709945,2969465,2868000,1.058
11,61,input_order,indomain_min,time,60,100,50,90,,0.000406576,
11,62,input_order,indomain_min,obj,1779900,1779900,1779900,1779900,2268600,1779900,1.000
11,62,input_order,indomain_min,time,60,90,50,70,,0.000331692,
11,63,input_order,indomain_min,obj,1087400,1087400,1087400,1087400,1482500,1087400,1.000
11,63,input_order,indomain_min,time,60,100,50,70,,0.000261575,
11,64,input_order,indomain_min,obj,2269316,2269316,2269316,2269316,2801802,2365372,1.042
11,64,input_order,indomain_min,time,60,100,50,90,,0.000390499,
11,65,input_order,indomain_min,obj,2230088,2230088,2230088,2230088,3366867,2230788,1.000
11,65,input_order,indomain_min,time,60,100,50,80,,0.000348755,
11,66,input_order,indomain_min,obj,1184832,1184832,1184832,1184832,1574253,1190456,1.005
11,66,input_order,indomain_min,time,60,100,50,80,,0.000331543,
11,67,input_order,indomain_min,obj,307216,307216,307216,307216,400466,307216,1.000
11,67,input_order,indomain_min,time,60,90,50,60,,0.000226688,
11,68,input_order,indomain_min,obj,782208,782208,782208,782208,1325076,789892,1.010
11,68,input_order,indomain_min,time,50,110,50,90,,0.000527941,
11,69,input_order,indomain_min,obj,3367778,3367778,3367778,3367778,5061388,3450492,1.025
11,69,input_order,indomain_min,time,60,120,50,100,,0.000483023,
11,70,input_order,indomain_min,obj,367980,367980,367980,367980,510880,367980,1.000
11,70,input_order,indomain_min,time,60,100,50,90,,0.000358378,
11,71,input_order,indomain_min,obj,901430,901430,901430,901430,1546110,1004860,1.115
11,71,input_order,indomain_min,time,60,120,50,100,,0.000638862,
11,72,input_order,indomain_min,obj,2377438,2377438,2377438,2377438,3193084,2713734,1.141
11,72,input_order,indomain_min,time,60,120,50,90,,0.000599611,
11,73,input_order,indomain_min,obj,585360,585360,585360,585360,929330,587360,1.003
11,73,input_order,indomain_min,time,60,90,50,70,,0.000260951,
11,74,input_order,indomain_min,obj,807156,807156,807156,807156,1310420,814686,1.009
11,74,input_order,indomain_min,time,60,100,50,90,,0.000428288,
11,75,input_order,indomain_min,obj,529550,529550,529550,529550,571334,529550,1.000
11,75,input_order,indomain_min,time,60,90,60,70,,0.000225457,
11,76,input_order,indomain_min,obj,1974384,1974384,1974384,1974384,2683906,1974384,1.000
11,76,input_order,indomain_min,time,60,100,50,80,,0.000318766,
11,77,input_order,indomain_min,obj,1897550,1897550,1897550,1897550,2482150,1909950,1.007
11,77,input_order,indomain_min,time,60,110,50,90,,0.00033979,
11,78,input_order,indomain_min,obj,156960,156960,156960,156960,193250,157140,1.001
11,78,input_order,indomain_min,time,60,100,60,90,,0.000387846,
11,79,input_order,indomain_min,obj,1656000,1656000,1656000,1656000,2168400,1658000,1.001
11,79,input_order,indomain_min,time,60,120,60,100,,0.000460528,
11,80,input_order,indomain_min,obj,756724,756724,756724,756724,897881,756724,1.000
11,80,input_order,indomain_min,time,60,110,60,80,,0.000443126,
11,81,input_order,indomain_min,obj,677808,677808,677808,677808,940136,678808,1.001
11,81,input_order,indomain_min,time,60,100,50,90,,0.000418765,
11,82,input_order,indomain_min,obj,1371960,1371960,1371960,1371960,1758730,1373040,1.001
11,82,input_order,indomain_min,time,60,110,60,100,,0.000410934,
11,83,input_order,indomain_min,obj,854136,854136,854136,854136,1179463,854136,1.000
11,83,input_order,indomain_min,time,70,110,60,90,,0.000464156,
11,84,input_order,indomain_min,obj,1753864,1753864,1753864,1753864,2111958,1754889,1.001
11,84,input_order,indomain_min,time,70,120,50,90,,0.00036068,
11,85,input_order,indomain_min,obj,748800,748800,748800,748800,1057400,749800,1.001
11,85,input_order,indomain_min,time,60,120,50,100,,0.0004934,
11,86,input_order,indomain_min,obj,1049616,1049616,1049616,1049616,1598298,1049651,1.000
11,86,input_order,indomain_min,time,70,110,60,100,,0.000403768,
11,87,input_order,indomain_min,obj,206695,206695,206695,206695,282407,206695,1.000
11,87,input_order,indomain_min,time,60,110,50,90,,0.000436036,
11,88,input_order,indomain_min,obj,878400,878400,878400,878400,1125970,878400,1.000
11,88,input_order,indomain_min,time,60,100,50,80,,0.000284327,
11,89,input_order,indomain_min,obj,397512,397512,397512,397512,582048,397512,1.000
11,89,input_order,indomain_min,time,60,90,50,60,,0.00022415,
11,90,input_order,indomain_min,obj,28440,28440,28440,28440,34585,28440,1.000
11,90,input_order,indomain_min,time,60,90,50,70,,0.000234396,
11,91,input_order,indomain_min,obj,652752,652752,652752,652752,786690,652752,1.000
11,91,input_order,indomain_min,time,60,110,60,90,,0.000325849,
11,92,input_order,indomain_min,obj,899383,899383,899383,899383,1420723,920808,1.024
11,92,input_order,indomain_min,time,70,100,60,80,,0.000351103,
11,93,input_order,indomain_min,obj,973440,973440,973440,973440,1172710,973440,1.000
11,93,input_order,indomain_min,time,60,110,60,90,,0.000451593,
11,94,input_order,indomain_min,obj,454800,454800,454800,454800,686816,453600,0.997
11,94,input_order,indomain_min,time,60,110,60,90,,0.00039612,
11,95,input_order,indomain_min,obj,1416645,1416645,1416645,1416645,2028205,1408620,0.994
11,95,input_order,indomain_min,time,60,140,60,120,,0.000608328,
11,96,input_order,indomain_min,obj,1587835,1587835,1587835,1587835,2531485,1597790,1.006
11,96,input_order,indomain_min,time,60,120,60,100,,0.000453609,
11,97,input_order,indomain_min,obj,1147320,1147320,1147320,1147320,1517820,1147320,1.000
11,97,input_order,indomain_min,time,60,100,60,80,,0.000325857,
11,98,input_order,indomain_min,obj,1158181,1158181,1158181,1158181,1630895,1169829,1.010
11,98,input_order,indomain_min,time,60,110,50,100,,0.000400813,
11,99,input_order,indomain_min,obj,257494,257494,257494,257494,385148,260088,1.010
11,99,input_order,indomain_min,time,70,120,60,100,,0.000566708,
11,100,input_order,indomain_min,obj,977085,977085,977085,977085,1122320,977270,1.000
11,100,input_order,indomain_min,time,70,110,50,110,,0.000372849,
12,1,input_order,indomain_min,obj,418665,418665,418665,418665,725215,418665,1.000
12,1,input_order,indomain_min,time,60,90,50,60,,0.000225189,
12,2,input_order,indomain_min,obj,245091,245091,245091,245091,450203,245730,1.003
12,2,input_order,indomain_min,time,60,120,50,90,,0.000453044,
12,3,input_order,indomain_min,obj,1018944,1018944,1018944,1018944,1528808,1038188,1.019
12,3,input_order,indomain_min,time,60,110,50,90,,0.000393245,
12,4,input_order,indomain_min,obj,1093375,1093375,1093375,1093375,1376495,1146075,1.048
12,4,input_order,indomain_min,time,70,100,60,70,,0.000289468,
12,5,input_order,indomain_min,obj,1273530,1273530,1273530,1273530,1402800,1408920,1.106
12,5,input_order,indomain_min,time,60,90,50,80,,0.000313107,
12,6,input_order,indomain_min,obj,372144,372144,372144,372144,1276686,371526,0.998
12,6,input_order,indomain_min,time,60,140,50,100,,0.000546887,
12,7,input_order,indomain_min,obj,221144,221144,221144,221144,375296,223214,1.009
12,7,input_order,indomain_min,time,60,110,50,100,,0.000523682,
12,8,input_order,indomain_min,obj,927225,927225,927225,927225,1650450,929225,1.002
12,8,input_order,indomain_min,time,60,100,50,90,,0.000389831,
12,9,input_order,indomain_min,obj,363611,363611,363611,363611,484878,363788,1.000
12,9,input_order,indomain_min,time,60,110,50,100,,0.000457269,
12,10,input_order,indomain_min,obj,655970,655970,655970,655970,704410,661705,1.009
12,10,input_order,indomain_min,time,60,110,50,90,,0.000455051,
12,11,input_order,indomain_min,obj,885666,885666,885666,885666,1516844,888166,1.003
12,11,input_order,indomain_min,time,60,100,50,90,,0.000428054,
12,12,input_order,indomain_min,obj,441975,441975,441975,441975,790698,438200,0.991
12,12,input_order,indomain_min,time,60,120,50,90,,0.000428666,
12,13,input_order,indomain_min,obj,143075,143075,143075,143075,339435,143420,1.002
12,13,input_order,indomain_min,time,60,110,50,90,,0.000489859,
12,14,input_order,indomain_min,obj,2669446,2669446,2669446,2669446,4704254,2917296,1.093
12,14,input_order,indomain_min,time,60,120,50,100,,0.000586623,
12,15,input_order,indomain_min,obj,1205676,1205676,1205676,1205676,1298500,1205676,1.000
12,15,input_order,indomain_min,time,60,100,50,80,,0.000347331,
12,16,input_order,indomain_min,obj,171414,171414,171414,171414,263676,171114,0.998
12,16,input_order,indomain_min,time,60,110,50,100,,0.000411795,
12,17,input_order,indomain_min,obj,404720,404720,404720,404720,461244,404716,1.000
12,17,input_order,indomain_min,time,60,110,50,100,,0.000492001,
12,18,input_order,indomain_min,obj,607378,607378,607378,607378,1330922,609428,1.003
12,18,input_order,indomain_min,time,60,100,50,90,,0.000441712,
12,19,input_order,indomain_min,obj,654105,654105,654105,654105,1300365,654105,1.000
12,19,input_order,indomain_min,time,60,100,50,90,,0.0003538,
12,20,input_order,indomain_min,obj,1494880,1494880,1494880,1494880,2062696,1531820,1.025
12,20,input_order,indomain_min,time,60,100,50,90,,0.000439492,
12,21,input_order,indomain_min,obj,1197620,1197620,1197620,1197620,2179974,1199970,1.002
12,21,input_order,indomain_min,time,60,100,50,80,,0.000280069,
12,22,input_order,indomain_min,obj,140719,140719,140719,140719,239687,140739,1.000
12,22,input_order,indomain_min,time,60,110,50,90,,0.000544826,
12,23,input_order,indomain_min,obj,544040,544040,544040,544040,941850,544170,1.000
12,23,input_order,indomain_min,time,60,100,50,80,,0.000328218,
12,24,input_order,indomain_min,obj,1271385,1271385,1271385,1271385,1941020,1276395,1.004
12,24,input_order,indomain_min,time,60,100,50,80,,0.000365188,
12,25,input_order,indomain_min,obj,3275080,3275080,3275080,3275080,9117180,3275080,1.000
12,25,input_order,indomain_min,time,60,100,60,70,,0.000277265,
12,26,input_order,indomain_min,obj,150865,150865,150865,150865,277930,150780,0.999
12,26,input_order,indomain_min,time,60,110,50,100,,0.000488671,
12,27,input_order,indomain_min,obj,1138872,1138872,1138872,1138872,1617336,1138872,1.000
12,27,input_order,indomain_min,time,70,90,60,60,,0.000232281,
12,28,input_order,indomain_min,obj,3043308,3043308,3043308,3043308,4798496,3077508,1.011
12,28,input_order,indomain_min,time,60,110,60,90,,0.000403601,
12,29,input_order,indomain_min,obj,2473530,2473530,2473530,2473530,3151790,2486640,1.005
12,29,input_order,indomain_min,time,60,100,50,80,,0.00032699,
12,30,input_order,indomain_min,obj,1170484,1170484,1170484,1170484,2808341,1170484,1.000
12,30,input_order,indomain_min,time,60,100,50,90,,0.000424948,
12,31,input_order,indomain_min,obj,2216732,2216732,2216732,2216732,6137716,2216798,1.000
12,31,input_order,indomain_min,time,60,100,50,90,,0.000408228,
12,32,input_order,indomain_min,obj,186096,186096,186096,186096,296572,186096,1.000
12,32,input_order,indomain_min,time,60,100,60,80,,0.000312577,
12,33,input_order,indomain_min,obj,2297376,2297376,2297376,2297376,3109184,2311104,1.006
